particle_id,area_pixels,area_um2,diameter_um,overlap_area_pixels,overlap_area_um2,overlap_percentage,has_fluorescence,centroid_x,centroid_y,centroid_x_um,centroid_y_um
393,337.0,4.04023454473825,2.2680798910897755,0,0.0,0.0,False,1156.759643916914,600.8961424332344,126.65766207121663,65.79422177151336
394,806.0,9.662994193053501,3.5076069231232228,0,0.0,0.0,False,606.1736972704715,584.4913151364764,66.37207972208438,63.99799981389578
395,136.0,1.6304804097460002,1.4408303628826673,0,0.0,0.0,False,1153.1838235294117,597.1617647058823,126.26613298161764,65.38533168382354
396,195.0,2.33782117573875,1.7252844314691502,0,0.0,0.0,False,203.2,587.0564102564102,22.2490792,64.27886105641026
397,94.0,1.1269496949715,1.1978634799362335,0,0.0,0.0,False,544.5,586.8404255319149,59.61921075,64.25521213297873
398,30.0,0.35966479626750003,0.6767122294276178,0,0.0,0.0,False,761.0333333333333,586.1333333333333,83.32820328333334,64.17779013333333
399,135.0,1.61849158320375,1.4355234190204058,0,0.0,0.0,False,1151.1407407407407,595.4296296296296,126.0424286962963,65.19567415185186
400,212.0,2.541631226957,1.7989178375610722,0,0.0,0.0,False,734.1084905660377,588.7688679245283,80.38010801179246,64.46636404009435
401,35.0,0.41960892897875,0.7309327477269799,0,0.0,0.0,False,765.4857142857143,587.1714285714286,83.81571005714287,64.29145481428571
402,135.0,1.61849158320375,1.4355234190204058,0,0.0,0.0,False,1149.0962962962963,593.4518518518519,125.81857531851853,64.97912034074075
403,409.0,4.903430055780251,2.498647844707685,0,0.0,0.0,False,747.0733496332518,587.8777506112469,81.79967580806847,64.36879248655256
404,203.0,2.4337317880767504,1.7603191624981918,0,0.0,0.0,False,1146.5418719211823,590.8177339901478,125.53888245320198,64.69070155665025
405,136.0,1.6304804097460002,1.4408303628826673,0,0.0,0.0,False,1143.9926470588234,588.2573529411765,125.25975890073529,64.41035647426472
406,114.0,1.3667262258165,1.3191549861696341,0,0.0,0.0,False,985.078947368421,590.1315789473684,107.85974172368422,64.61557203947369
407,136.0,1.6304804097460002,1.4408303628826673,0,0.0,0.0,False,1141.9485294117646,586.2794117647059,125.03594130514706,64.19378477205882
408,1108.0,13.283619808813,4.112569760843949,1108,13.283619808813,100.0,True,817.1895306859205,596.3492779783394,89.47694187815885,65.2963696683213
409,135.0,1.61849158320375,1.4355234190204058,0,0.0,0.0,False,1139.9037037037037,584.5481481481481,124.81204618148149,64.00422265925926
410,84.0,1.0070614295490001,1.1323561436576883,0,0.0,0.0,False,553.0238095238095,594.6547619047619,60.55251248809524,65.11083117261906
411,340.0,4.076201024365,2.278152834318079,0,0.0,0.0,False,1136.3147058823529,580.9529411764706,124.41907424852941,63.61057086470589
412,206.0,2.4696982677035004,1.7732787423312855,206,2.4696982677035004,100.0,True,835.5,596.8543689320388,91.48181925,65.3516738446602
413,64.0,0.7672848987040001,0.9884014746589801,0,0.0,0.0,False,930.203125,593.03125,101.85119586718751,64.93306717187501
414,342.0,4.100178677449501,2.284843459103626,0,0.0,0.0,False,1131.2222222222222,575.6111111111111,123.86148038888889,63.025675194444446
415,92.0,1.1029720418870002,1.1850517374645788,92,1.1029720418870002,100.0,True,839.0108695652174,595.75,91.86623664673914,65.23075262500001
416,1069.0,12.81605557366525,4.039543138018716,1069,12.81605557366525,100.0,True,852.8288119738073,599.3938260056127,93.37921152385408,65.62972788774556
417,182.0,2.1819664306895,1.6667831127169805,0,0.0,0.0,False,45.4010989010989,598.9615384615385,4.971125222527473,65.58239521153847
418,23.0,0.27574301047175004,0.5925258687322894,0,0.0,0.0,False,612.9565217391304,599.9130434782609,67.11475491304348,65.68657882608696
419,9929.0,119.03705873800025,12.311079988132002,8,0.09591061233800001,0.08057206163762716,False,1092.9066371235774,595.7338100513647,119.66617287189044,65.2289799308591
420,43.0,0.51551954131675,0.810172738425713,0,0.0,0.0,False,613.3488372093024,602.7209302325581,67.15771090697675,65.9940241744186
421,1321.0,15.837239862312252,4.490501093658928,0,0.0,0.0,False,51.39439818319455,616.6707040121121,5.627352537471612,67.5214337297502
422,86.0,1.0310390826335,1.1457572745465932,0,0.0,0.0,False,613.3720930232558,607.953488372093,67.16025726744186,66.56695527906977
423,49.0,0.58745250057025,0.8648512903266076,0,0.0,0.0,False,116.55102040816327,606.2448979591836,12.761579153061225,66.37987573469388
424,56.0,0.671374286366,0.9245649196890073,0,0.0,0.0,False,983.3214285714286,606.5714285714286,107.66730483928572,66.41562871428572
425,41.0,0.49154188823225003,0.7911071798379106,0,0.0,0.0,False,751.3170731707318,607.0731707317074,82.26433595121952,66.47056621951221
426,35.0,0.41960892897875,0.7309327477269799,0,0.0,0.0,False,118.17142857142858,609.5142857142857,12.939003314285715,66.73785244285715
427,20.0,0.23977653084500003,0.5525332215996288,0,0.0,0.0,False,755.65,608.7,82.738763275,66.64869345000001
428,13.0,0.15585474504925,0.4454665247033967,0,0.0,0.0,False,983.0,611.0,107.63211050000001,66.90052850000001
429,145.0,1.73837984862625,1.4877412298654857,0,0.0,0.0,False,119.66206896551724,616.8965517241379,13.102218748275863,67.5461625862069
430,49.0,0.58745250057025,0.8648512903266076,0,0.0,0.0,False,30.163265306122447,617.9183673469388,3.3026814897959182,67.65804475510205
431,70.0,0.8392178579575,1.033695005018127,0,0.0,0.0,False,1034.642857142857,612.8571428571429,113.28666767857143,67.10387357142858
432,98.0,1.1749050011405,1.2230844242157595,0,0.0,0.0,False,26.979591836734695,615.0102040816327,2.9540899387755104,67.33961978061225
433,354.0,4.244044595956501,2.3245828462740112,0,0.0,0.0,False,879.6045197740114,615.9604519774011,96.31097748587572,67.44366574858758
434,296.0,3.548692656506,2.1256377448602843,0,0.0,0.0,False,3.39527027027027,614.4290540540541,0.37176002533783786,67.27598763006758
435,225.0,2.69748597200625,1.8532527649855877,0,0.0,0.0,False,736.7022222222222,615.3466666666667,80.66410476888889,67.37646024666667
436,1166.0,13.9789717482635,4.2188362879619685,0,0.0,0.0,False,910.8301886792453,615.9596912521441,99.72998526415095,67.44358245411665
437,220.0,2.6375418392950003,1.8325453802522627,0,0.0,0.0,False,760.4045454545454,618.3772727272727,83.25935509772728,67.70829191136364
438,72.0,0.8631955110420001,1.0483580778992225,0,0.0,0.0,False,23.22222222222222,611.3333333333334,2.5426823888888888,66.93702633333334
439,139.0,1.6664468893727502,1.4566351906878705,0,0.0,0.0,False,7.9928057553956835,620.4820143884892,0.8751602769784174,67.93874744244604
440,573.0,6.869597608709251,2.9574724566471837,0,0.0,0.0,False,784.0174520069808,620.043630017452,85.84481488132636,67.89074720331588
441,151.0,1.8103128078797501,1.5182100827398846,0,0.0,0.0,False,11.993377483443709,619.7549668874173,1.3131968774834437,67.85914046688742
442,416.0,4.987351841576,2.519939203275012,0,0.0,0.0,False,20.370192307692307,623.9158653846154,2.2304036514423076,68.31473180649039
443,58.0,0.6953519394505001,0.940930171063011,0,0.0,0.0,False,532.5172413793103,621.1206896551724,58.307176568965524,68.00867823275863
444,21.0,0.25176535738725003,0.5661780718288442,0,0.0,0.0,False,745.047619047619,620.8571428571429,81.57787147619048,67.97982157142857
445,307.0,3.6805697484707505,2.164774110827481,0,0.0,0.0,False,981.1954397394137,622.8957654723127,107.4345228811075,68.20303749674268
446,53.0,0.63540780673925,0.8994589187805361,0,0.0,0.0,False,73.52830188679245,621.4905660377359,8.05087112264151,68.04917729245284
447,52.0,0.623418980197,0.8909330494067934,0,0.0,0.0,False,666.8461538461538,621.9615384615385,73.01531934615385,68.10074571153847
448,39.0,0.46756423514775003,0.7715706538574195,0,0.0,0.0,False,747.4871794871794,625.0,81.8449874871795,68.43343750000001
